,x,y,topic,cluster
232,0.113358885,21.675964,"Women's rights, Inheritance laws, Ancient contracts, Social roles of women, Legal status of women",3
233,12.51722,0.55066186,"Great Compromise, Constitutional Convention, Bicameralism, Federalism, Legislative Power, Framers of the Constitution, U.S. Constitution, Political Representation",19
234,18.056429,0.12238275,"Benjamin Franklin, Population growth, Economic policies, Social issues, Colonial America, Demographics, Immigration, Manufacturing, Frugality and industry, Cultural identity",10
235,-3.2655482,1.5786545,"Tecumseh, Native American history, Indigenous unity, Colonialism, Resistance against settlers, Historical speeches",7
236,11.960771,12.953642,"Jim Crow, Minstrel Shows, Thomas Rice, Racial Segregation, Blackface, American History, Cultural Impact, Theater History",-1
237,15.780045,-3.147451,"Thomas Jefferson, Shays' Rebellion, American History, Political Philosophy, U.S. Constitution, Rebellion and Resistance",26
238,5.634558,0.673029,"Monroe Doctrine, U.S. foreign policy, 19th century history, American history, diplomacy",-1
239,1.937454,-11.17866,"Virginia, Natural History, Travel Description, Historical Letters, Environmental Observations",0
240,22.25785,5.2816687,"Homestead Act, U.S. history, land distribution, westward expansion, legislation, Civil War era",5
241,8.342159,20.055143,"Abraham Lincoln, Gettysburg Address, Civil War, American History, Rhetoric, Historical Speeches",17
242,12.931207,-3.8743205,"Thomas Jefferson, American history, Colonial rights, Political philosophy, Historical documents",26
243,-0.78661174,2.0247276,"Carlisle Indian Industrial School, Primary sources, Correspondence, Graduation pamphlets, Historical documents, Native American education, School history",7
244,13.951501,2.6981196,"Alien and Sedition Acts, U.S. history, legal documents, First Amendment, government legislation",-1
245,-12.316081,10.468058,"patents, iron production, steel manufacturing, industrial technology, historical accounts, engineering, licensing agreements, 19th century technology",1
246,15.121742,13.673807,"Supreme Court, Judicial Review, Legal History, U.S. Constitution, Mandamus, Public Office, Political Appointments",23
247,-8.670422,-4.948063,"Marie Antoinette, French history, Women's roles in history, Letters, Personal correspondence, 18th century Europe",4
248,14.604165,7.005687,"American identity, Police legitimacy, Legal socialization, National identity, Social and ethnic identity, Perceptions of authority",-1
249,6.736391,-0.21476986,"American history, Frontier, Frederick Jackson Turner, Historical significance, Cultural impact",-1
250,0.36094388,1.3129958,"Indigenous culture, Photography, Edward S. Curtis, North American Indians, Historical documentation, Cultural heritage",7
251,-3.1363103,9.942513,"Military History, 19th Century Turkey, Economic Policies, Abdülhamid II, Historical Regulations",-1
252,17.828623,7.2578926,"Peasant movement, Revolutionary action, Social change, Land reform, Historical context, Chinese history, Class struggle, Agrarian issues",21
253,19.524166,13.221489,"Lowell Mill Girls, Factory Labor, 19th Century Labor History, Women's History, Industrial Revolution",13
254,2.242684,15.540693,"Thoreau, Walden, Nature, Philosophy, Simplicity, Self-Reliance, Society, Life, Existence",11
255,13.004195,0.54319465,"Hartford Convention, Historical documents, American history, Political meetings, New England history",19
256,-3.4276972,8.8415575,"Diplomatic missions, Cultural exchanges, Religious interactions, Historical accounts, Travel narratives",9
257,20.166977,3.4091675,"Wilmot Proviso, Slavery, Mexican War, U.S. Congress, Legislation, Civil War, Sectionalism",5
258,10.913078,-4.5383315,"American Revolution, Cultural Resistance, Colonial America, Independence Movement, Political Philosophy, British Colonialism, Transatlantic Relations",26
259,-2.6691139,1.6608485,"Simon Pokagon, Native American history, Potawatomi, Cultural heritage, Historical documents",7
260,12.378568,-0.44194198,"Anti-Federalist Papers, U.S. Constitution, Ratification debate, Melancton Smith, George Clinton, Richard Henry Lee, Federalist Papers, Bill of Rights, Historical documents",19
261,-10.166447,5.7869062,"Galen, Ancient medicine, Medical theories, Urinary secretion, Historical medical texts",1
262,3.441255,-3.1438482,"Adams-Onis Treaty, United States, Spain, Territorial boundaries, Historical treaties, Diplomatic relations",2
263,4.776792,-5.3927946,"Treaty of Ghent, War of 1812, Historical treaties, 19th century history, International relations",2
264,-2.9774182,9.031651,"Islamic history, Imam Muhammad al-Baqir, Sunni perspective, Hadith, 14th-century historiography, Religious scholarship, Islamic jurisprudence",9
265,14.231249,17.93031,"W.E.B. Du Bois, Returning Soldiers, World War I, Civil Rights, Democracy, Racism, Lynching, Disfranchisement",17
266,16.117786,3.071954,"Panic of 1837, Economic history, Political cartoons, Historical documents, 19th century America",16
267,15.106276,1.8996457,"Federal Reserve, Monetary Policy, Economic Projections, Press Releases, Speeches, Banking Regulations",16
268,10.953692,18.922535,"William Lloyd Garrison, Abolitionism, The Liberator, Historical Newspapers, Radical Abolitionism, 19th Century American History",17
269,7.772023,11.497995,"Jewish Immigration, New York Ghetto, Cultural Identity, Literature, Early 20th Century America",15
270,13.089958,-0.74161655,"Federalist Papers, Alexander Hamilton, John Jay, James Madison, U.S. Constitution, Political philosophy, American history",19
271,-2.8324547,10.001756,"Market practices, Trade goods, Cultural practices, Economic activities, Historical accounts, Idolatry and religion, Social structure",9
272,15.880562,-6.9694996,"Stamp Act, British Parliament, Colonial America, Taxation, Historical legislation, Seven Years' War, Colonial resistance, King George III",24
273,14.368917,18.685972,"Mary Church Terrell, Colored Women, Civil Rights, Women's Rights, Historical Speech, African American History",17
274,14.282942,13.342661,"Dred Scott, Supreme Court, Slavery, Civil Rights, Legal History, U.S. Constitution, Judicial Decisions",23
275,12.771872,19.772831,"John S. Rock, Abolitionism, African American History, Civil Rights, 19th Century America, Dred Scott Decision, Racial Identity, Public Speaking",17
276,1.8460467,15.646923,"Equality, Civil society, Natural rights, Social contract, Human diversity, Political philosophy, James Wilson, Lectures on Law",-1
277,-3.2719646,15.976353,"Olaudah Equiano, Trans-Atlantic Slave Trade, Slavery, African History, Indigenous Peoples, Historical Narratives, Abolition Movement",8
278,15.516336,-5.49676,"John Dickinson, Townshend Acts, Colonial America, Political Pamphlets, American Revolution, Taxation, Colonial Rights",24
279,16.651585,6.781074,"William Graham Sumner, Social Classes, Economic Theory, Sociology, 19th Century Philosophy",20
280,-3.8970351,2.421238,"Chief Joseph, Nez Percé tribe, Indian affairs, U.S. government, Native American history, surrender, treaties, civil rights, equality",7
281,8.207929,20.731186,"Clement Vallandigham, Civil War, Political speeches, American history, Opposition to the war",17
282,18.578829,7.049252,"Imperialism, Capitalism, Marxism, Economic theory, Socialism, Historical analysis, Political theory, Lenin, Post-Colonial Studies",21
283,13.787643,10.972317,"Reconstruction, Civil War, Freedmen, Jourdan Anderson, Historical Letters, African American History",22
284,5.8743258,-4.269306,"Alaska, U.S. History, Treaties, Government Documents, Historical Correspondence",2
285,12.226173,-3.403402,"Thomas Jefferson, American Revolution, Colonial Rights, British America, Political Philosophy, Historical Documents",26
286,14.275463,8.879842,"Thomas Nast, Harper's Weekly, Civil War, Political Cartoons, American History, Union and Confederacy, Reconstruction Era",22
287,-12.264556,10.733023,"Bessemer process, steel production, industrial technology, 19th century inventions, autobiography of inventors, historical accounts of technology",1
288,5.1871357,14.379576,"Andrew Carnegie, Gospel of Wealth, Philanthropy, Essays, 19th Century American Literature",14
289,7.856236,9.519146,"Japanese immigration, Gentlemen's Agreement, California history, Japanese American history, Immigration policies, Census data, Cultural practices, Picture brides",15
290,-10.922011,5.8315687,"Vaccination, Smallpox, Cowpox, Medical history, Public health, Inoculation practices, 19th century medicine",1
291,-3.5432765,3.3637722,"Chief John Ross, Congress, 1836, Native American history, Cherokee Nation",7
292,3.2879903,15.948328,"Henry David Thoreau, Walden, Transcendentalism, Nature, Philosophy, Self-reliance, Society, Labor, Existentialism",11
293,7.5854716,11.193007,"Jewish fiction, New York (N.Y.) -- Fiction, Immigration, Cultural identity, Literature",15
294,6.0049596,-4.7454286,"Alaska Purchase, U.S.-Russia Relations, Historical Treaties, Migration to Alaska, American History",2
295,0.16712832,20.60447,"Domestic Economy, Women's Roles, Health and Nutrition, Housekeeping, Education for Young Ladies, 19th Century Social Norms",3
296,16.545097,2.505244,"Election of 1860, Primary sources, Historical documents, Political parties, Candidates, Campaigning, Slavery, U.S. history",-1
297,17.54565,0.26754838,"Benjamin Franklin, Slavery, Emancipation, Human rights, Historical documents, American history",10
298,-2.4120984,7.2273607,"Christianity, Cultural Diffusion, Syncretism, History of England, Augustine of Canterbury, Pope Gregory the Great, Religious Conversion, King Ethelbert, Early Church, Paganism, Missionary Work",9
299,14.416078,8.314817,"Thomas Nast, Harper's Weekly, Cartoons, Political Cartoons, 19th Century Art, American History",-1
300,23.74664,-0.3860573,"Oklahoma Land Rush, historical events, first-hand accounts, settlement, land acquisition, American history",6
301,20.249655,3.9855294,"Missouri Compromise, Slavery, Legislation, U.S. History, Congress, Louisiana Territory",5
302,-10.887921,7.705801,"Euclid, Geometry, Mathematics, History of Science, Influence of Mathematics, Educational Technology, Java Applets",1
303,-1.806747,20.63677,"Women's history, Political history, Archival documents, Primary source archives",3
304,19.729527,13.200841,"Lowell Mill Girls, Women's labor history, Factory strikes, 19th century labor movements, Women's rights, Economic status of women, Historical accounts of factory work",-1
305,18.977825,-3.639078,"George Washington, Valley Forge, American Revolutionary War, Military conditions, Historical letters",25
306,-10.672282,6.718307,"Philosophy, History of Science, Existence, Nature of Reality, Parmenides, Ancient Greek Philosophy",1
307,8.498718,9.595065,"Lewis Hine, Immigrants, Ellis Island, Photography, Social History, Immigration Stations",15
308,16.062752,0.4451212,"Noah Webster, American identity, Linguistic nationalism, Education, American history, Language reform",-1
309,5.0746627,4.741137,"Civil Rights Activism, Oral Histories, Transcripts of interviews, Historical accounts",18
310,14.681135,6.3870335,"American history, Social order, Historical analysis, Cultural studies, Political history",20
311,14.2676115,10.74773,"Thaddeus Stevens, Reconstruction, American Politics, Civil Rights, United States Congress",22
312,9.693702,17.127096,"Lord Dunmore, Ethiopian Regiment, African American service, Revolutionary War, military history, Loyalist forces, freedom for slaves, historical context",17
313,19.858988,3.4273727,"Missouri Compromise, Legislation, U.S. History, Slavery, Statehood, Political Compromise",5
314,4.2706327,-4.075992,"Pinckney's Treaty, U.S.-Spain relations, Historical treaties, Diplomatic history, American history",2
315,5.953742,0.5162124,"Monroe Doctrine, U.S. foreign policy, 19th century history, James Monroe, American history",-1
316,4.1851273,11.895404,"Royall Tyler, The Contrast, American theater, 18th century literature, Playwriting, Cultural contrast",14
317,-12.931487,10.383977,"Metallurgy, Iron production, Chemical processes, Industrial technology, Historical technology advancements",1
318,-3.3742785,1.9375609,"Nez Perce, Chief Joseph, Treaties, Native American History, Colonialism, Indigenous Rights, Historical Accounts",7
319,17.60414,0.53944826,"Benjamin Franklin, Slavery, Historical documents, 18th century America, Public addresses",10
320,2.8497248,14.928899,"Walt Whitman, American poetry, 19th century literature, Transcendentalism, Self and identity, Nature, Death and life",11
321,19.114569,-4.3488693,"George Washington, Last Will and Testament, Historical Documents, American History, Slavery, Legal History, Virginia Law",25
322,-0.2481228,19.923384,"Catherine Beecher, Women's roles, 19th century America, Social responsibilities, Gender studies",3
323,19.333685,14.055969,"Industrial Revolution, American history, Labor movements, Technological advancements, Social changes, Child labor, Urbanization, Economic policies, Historical education",-1
324,9.573325,16.807756,"Lord Dunmore, Ethiopian Regiment, African American service, Revolutionary War, Loyalist forces, Historical recruitment, Freedom for slaves, Military history",17
325,6.127211,-5.0715957,"Alaska, Treaty, United States, Russia, Historical Documents, 19th Century History",2
326,12.55686,-4.4741645,"Thomas Jefferson, Meriwether Lewis, Lewis and Clark Expedition, Historical Letters, Early American History",26
327,1.0816042,-12.033475,"Virginia, Natural history, Environmental observations, Royal Society, 17th century, Travel accounts, Air quality",0
328,15.637569,5.801232,"American history, Progressive Era, Political capitalism, Economic regulation, Conservatism, Business and politics, Historical interpretation",20
329,12.014755,15.779692,"American Colonization Society, Colonization, African Americans, Liberia, Historical Reports",17
330,12.962441,15.828076,"Slave Narratives, Personal Accounts, History of Slavery, African American History, Federal Writers' Project",17
331,-1.9931018,2.5712068,"Sitting Bull, Northern Pacific Railroad, Native American history, 19th century America, Cultural interactions, Railroad history",7
332,-1.7864424,2.3482184,"Battle of Little Bighorn, Historical accounts, Newspaper archives, 1876 events",7
333,-2.8097482,8.936733,"Islamic beliefs, Death and afterlife, Historical religious texts, Medieval history, Religious traditions",9
334,2.7569551,15.417522,"Ralph Waldo Emerson, Self-Reliance, Individualism, Personal Responsibility, Nonconformity, American Literature, Philosophy, Empowerment, Resilience",11
335,10.377662,7.795978,"photography, historical events, literacy, education, Book Week",15
336,14.312471,-2.2671335,"Declaration of Independence, Founding Documents, American History, Historical Texts",26
337,-2.7619843,2.8469138,"Chief Red Cloud, Indian Rights, U.S. Government Relations, Teton Sioux Nation, Historical Speeches, Native American History",7
338,16.317719,1.4408107,"Alexander Hamilton, Manufacturing, Agriculture, Economic policy, Industry, Historical economic thought",-1
339,-3.3079803,7.6868544,"Cultural exchange, Religious practices, Diplomatic relations, Medieval history, East-West interactions, Mongol Empire, Papal history",9
340,-11.9119425,10.5569315,"Aviation, Wright Brothers, Inventions, Telegrams, History of Technology, Early 20th Century Innovations",1
341,8.94672,17.63387,"Emancipation Proclamation, Abraham Lincoln, Civil War, Slavery, Historical documents, Military history, Black soldiers in the Civil War",17
342,18.346573,6.993469,"U.S. foreign policy, Open Door Policy, China, Imperialism, Diplomatic communications, International relations",-1
343,7.01883,0.13847892,"Thomas Cole, Hudson River School, American art, 19th century art, oil painting, art provenance, art history",-1
344,5.307465,12.599382,"Minstrel Shows, Thomas Rice, Jim Crow, Blackface, Theater History, 19th Century American Culture",-1
345,10.468726,-3.8940492,"Thomas Paine, American Revolution, Independence, Political Philosophy, Historical Texts",26
346,-2.8785605,4.0162263,"Helen Hunt Jackson, A Century of Dishonor, U.S. government, Native American relations, History, Politics, Race relations",7
347,15.180728,6.7711673,"Pullman, Social Studies, Richard T. Ely, Historical Analysis, Community Studies, 19th Century America",20
348,13.692908,11.206103,"Reconstruction (U.S. history, 1865-1877), African Americans, History, Civil Rights, Post-Civil War America",22
349,6.3518157,14.928794,"John D. Rockefeller, Business, History, Memoirs, American History",14
350,-10.09084,6.1544285,"History of Medicine, Anatomy, Vesalius, Medical Texts, Renaissance Medicine",1
351,13.491189,-1.1210356,"Virginia Resolutions, Alien and Sedition Acts, State rights, Federal government, Constitutional interpretation, Historical documents, James Madison",-1
352,-0.22187427,1.4442128,"Kwakiutl culture, Indigenous ceremonies, Edward S. Curtis, Cultural rituals, North American Indigenous peoples, Dance, Eclipses, British Columbia",7
353,-6.3732653,18.725971,"Ba-ila tribe, Leza, Indigenous spirituality, Northern Rhodesia, Cultural beliefs, Historical accounts",8
354,13.6131935,-4.427854,"Thomas Jefferson, Religious Freedom, Virginia, Legislation, Historical Documents, Civil Rights",26
355,16.699417,-3.5888925,"George Washington, Henry Knox, Shays' Rebellion, Articles of Confederation, American Revolution, Massachusetts, U.S. History",27
356,11.571904,15.9901495,"East Florida, 19th Century, American History, Colonial Relations, Spanish Colonial History, Letters, Manuscripts",-1
357,13.252877,-3.8549025,"Thomas Jefferson, John Adams, Religion, Governance, Societal Structures, American History",26
358,-1.7214829,19.548159,"Carrie Chapman Catt, Women's Suffrage, Feminism, Democracy, Public Speeches, Reform Movements, Women's Rights",3
359,9.369055,8.933466,"Immigration, Personal narratives, Historical documents, Photography and law",15
360,-9.586121,-4.8766074,"Abigail Adams, Women's Rights, American History, Letters, Founding Fathers, Early American Politics",4
361,-6.392328,18.017788,"Colonial history, Early Maryland, Native American relations, Religious missions, Historical narratives",8
362,-3.1322703,7.0920753,"Frankish history, Chlodovocar, medieval politics, kinship, cultural dynamics, leadership, historical narratives",9
363,-2.8610985,9.374988,"Mansa Musa, Kingdom of Mali, Pilgrimage, Economic impact, Gold, Cairo, 14th century history, Al-Umari",9
364,8.342245,10.110565,"Emigration, Travel, United States, Canada, 19th Century, Personal Narrative",15
365,8.810615,18.192484,"Emancipation Proclamation, Abraham Lincoln, American Civil War, Slavery, Civil Rights, Presidential Proclamations",17
366,12.311568,16.602472,"Joseph Smith, Latter-day Saint history, Church history, Personal narratives, Historical manuscripts, First Vision account, Legal petitions, Mormonism",17
367,-3.1156592,17.117579,"Colonial Resistance, South Africa, Native Life, Historical Accounts, Colonialism, Plaatje, Sol. T.",8
368,11.638434,16.289467,"Cotton culture, Agriculture, Manufacturing, Commerce, Slavery, 19th century American history",17
369,8.015461,9.276746,"Chinese laborers, Transcontinental Railroad, Oral histories, Interviews, Family lore, Discrimination, Chinese immigrants, Historical narratives",15
370,15.763856,2.1948395,"Henry Clay, American System, Economic Policy, 19th Century Politics, U.S. History",16
371,1.5734539,-11.542611,"Virginia, Natural History, Environmental Observations, Historical Accounts, Travel Accounts",0
372,15.026144,13.7185135,"Supreme Court, Civil Liberties, Military Trials, Clement L. Vallandigham, American Civil War, Legal Proceedings",23
373,-11.212954,6.997069,"Greek Literature, Euripides, Medea, Gender Roles, Patriarchy, Ancient Greece, Women's Experiences, Tragedy",1
374,-3.2371278,10.067294,"Transatlantic relations, Cultural exchange, History, Social history, Migration",-1
375,11.858674,19.006203,"Frederick Douglass, Slavery, Abolitionism, Civil Rights, Autobiography, American History",17
376,10.766061,-3.8078213,"American Revolution, Thomas Paine, Common Sense, Political pamphlets, Historical documents, Colonial America",26
377,-6.2939186,17.658167,"Colonialism, Walter Ralegh, Royal grants, Exploration, Legal documents, Colonial policies, Indigenous rights, Historical treaties",8
378,-3.2058024,16.815825,"Quaker meetings, Slavery, Moral implications of slavery, Education of enslaved individuals, Historical context of land use, Social justice, Religious perspectives on ethics",8
379,14.694857,13.461493,"Supreme Court decisions, Due process, Military commissions, Civil liberties, Constitutional law",23
380,11.905805,19.97535,"David Walker, Abolitionism, African American history, Slavery, Civil rights, Historical documents",17
381,8.0637455,20.51715,"Henry Clay, American System, 1824, U.S. History, Political Speeches, Economic Policy",17
382,-2.612242,2.609093,"Wounded Knee Massacre, Native American history, U.S. military actions, Ghost Dance, Lakota people, Indian Wars",7
383,11.615452,-3.4633763,"Patrick Henry, Give Me Liberty Or Give Me Death, Virginia Assembly, American Revolution, Historical Speeches",26
384,13.121749,12.703246,"Plessy v. Ferguson, Supreme Court, Civil Rights, Separate but Equal, Fourteenth Amendment, Legal History",23
385,-2.8500016,4.98648,"Dawes Severalty Act, Native American land allotment, U.S. legislation, Indian policy, 1887 legislation",7
386,19.242977,-3.4777153,"George Washington, Neutrality Proclamation, U.S. Foreign Policy, 1793, Historical Documents, American History",25
387,19.191881,-5.6946683,"George Washington, Farewell Address, American history, Political advice, Foreign relations, National unity",25
388,4.300535,12.208441,"Royall Tyler, The Contrast, American theater, 18th century literature, Cultural commentary, Social satire, Dramatic literature",14
389,15.78758,-6.245846,"Stamp Act, Parliamentary debates, American Revolution, Colonial response, Historical documents",24
390,-3.690423,15.450068,"Olaudah Equiano, Transatlantic Slave Trade, African Culture, Colonialism, Religion and Rituals",8
391,9.962519,16.64291,"Antislavery, Massachusetts, Historical Petition, African American History, Legislative History",17
392,6.023578,4.570769,"Civil Rights Movement, Oral histories, Legal cases, NAACP, African American history, Interviews, Segregation, World War II, Personal narratives",18
393,9.973171,16.047518,"Anti-Slavery, Massachusetts, Historical Documents, African American History, Revolutionary War, Legislative Petitions, Civil Rights",17
394,4.8545637,11.721803,"Theater, American Literature, Cultural History, 19th Century, Royall Tyler",14
395,14.5056305,-2.0768862,"Benjamin Rush, Religion, Founding Era, American History, Historical Documents",-1
396,17.526573,0.03624328,"Benjamin Franklin, Immigration to America, Economic opportunities, Agriculture, Craftsmanship, Colonial America, Social conditions, Manufacturing, Labor market",10
397,13.233189,-4.48347,"Embargo Act, Thomas Jefferson, U.S. History, Early 19th Century, Legislation",26
398,12.844887,-0.39601701,"The Federalist Papers, American political tradition, U.S. Constitution, ratification, founding fathers, political theory",19
399,13.882247,4.145905,"Chinese Exclusion Act, U.S. Statutes at Large, Legislation, Historical Documents, U.S. Congress",-1
400,-1.6479725,2.4916487,"Battle of Little Bighorn, Primary sources, Native American history, Custer Massacre, Historical documents",7
401,13.319403,15.72702,"Venture Smith, Slavery, African American history, Autobiography, Narratives of enslaved individuals",17
402,11.707359,17.871439,"Harriet Beecher Stowe, Uncle Tom's Cabin, Slavery, 19th Century Literature, American Literature, Social Issues, Historical Context",17
403,0.1329411,21.68953,"Adoption, Inheritance, Legal history, Women's rights, Ancient Babylonian society, Property rights",3
404,15.62458,4.9921317,"History, American Politics, Jacksonian Era, Political Science, Historical Analysis",20
405,1.90207,15.5652,"Equality, Civil society, Natural rights, James Wilson, Lectures on Law, Political philosophy, Social contract, Human rights",-1
406,12.156921,16.94543,"Autobiography, Religious History, American History, 19th Century Preaching, Methodism",17
407,11.951471,12.396729,"Jim Crow laws, Segregation, Racial discrimination, Historical artifacts, Civil rights",23
408,13.664679,2.2110841,"Coinage, U.S. Law, Mint Operations, Gold and Silver Standards, Legal Tender, Historical Legislation",19
409,13.351426,1.3101999,"Articles of Confederation, Continental Congress, U.S. Constitution, American History, Government Structure, Historical Documents",19
410,-9.35308,-4.4940104,"Abigail Adams, John Adams, Women's Rights, Historical Letters, American Revolution",4
411,16.200949,-6.211844,"Grenville's Economic Plan, Stamp Act, Colonial Resistance, British Taxation, American Revolution, Legislative History",24
412,2.0657074,15.38323,"Civil Disobedience, Henry David Thoreau, Moral Philosophy, Political Activism, Unjust Laws, Individual Rights",11
413,17.851267,0.44096413,"Benjamin Franklin, Emigration to America, American history, Advice for immigrants, Economic opportunities in America, Labor and industry, Agriculture in America, Social conditions in America",10
414,11.269455,19.738544,"David Walker, Abolitionism, Slavery in the United States, African American history, 19th century literature",17
415,5.795998,0.14988397,"Manifest Destiny, John L. O'Sullivan, American Expansionism, Texas Annexation, 19th Century American History",12
416,18.228256,7.5478597,"Mao Tse-tung, Communism, Social Investigation, Political Theory, Class Forces, Economic Conditions, Historical Context, Environmental Policy",21
417,3.9575655,-0.9677895,"James K. Polk, Mexican-American War, Congress, War Declaration, Historical Documents",2
418,5.6579275,14.520911,"Andrew Carnegie, Autobiography, Business, Philanthropy, Industrialization, American History",14
419,19.76394,-5.167256,"George Washington, Farewell Address, Presidency, American History, Founding Fathers",25
420,8.363582,9.790326,"Immigration, Ellis Island, Lewis Hine, Photographs, Portraits, Immigrants",15
421,6.022339,4.657393,"Wilmington Race Riot, Historical Reports, Race Relations, North Carolina History, Civil Rights, Historical Documents",18
422,0.19753951,1.6291444,"Native American culture, American history, Photography, Arts, Women in history, Life in the early 1900s, Edward S. Curtis",7
423,7.499761,12.111026,"tenement housing, living conditions, New York City, 19th century poverty, social reform, immigration, urbanization",15
424,16.631,-4.0715466,"Whiskey Rebellion, George Washington, U.S. Government, Militia, Taxation, Pennsylvania, Historical Proclamations",27
425,-6.8465457,18.855883,"Indigenous histories, Virgin of Guadalupe, Juan Diego, Cultural significance, Religious narratives, Historical accounts, Miracles in history",8
426,-0.5950141,19.661327,"Florence Kelley, Kathryn Kish Sklar, Social reform, Labor rights, Women's rights, Historical analysis, American history",3
427,10.48686,16.103615,"Denmark Vesey, Rebellion, South Carolina, Slavery, Historical Trials, Primary Sources",17
428,17.767797,0.5072967,"Benjamin Franklin, Emigration, American Society, Labor and Economy, Colonial America",10
429,13.854703,18.923462,"Booker T. Washington, The Atlanta Compromise, African American History, Civil Rights, Historical Speeches",17
430,12.727386,0.81424564,"United States Constitution, Ratification, Founding Documents, Legal Texts, Government Structure",19
431,15.607271,-6.6563425,"Stamp Act, Colonial America, British Legislation, Taxation, American Revolution",24
432,-1.9185567,7.6153617,"Christianity in China, Tang Dynasty, Cultural exchange, Religious history, Global trade routes, Historical accounts, Syria, Emperor Tai-tsung, Olopun, Imperial proclamations",9
433,-12.354805,10.356316,"Metallurgy, Steel production, Invention process, Industrial challenges, Financial investment in technology, Historical technological advancements",1
434,18.335575,7.2425246,"Scientific management, Labor relations, Productivity, Management theory, Industrial revolution, Economic history",-1
435,-0.17111075,20.683048,"Domestic Economy, Women, Education, Home Economics, Social Conditions",3
436,12.893924,-0.49488267,"Federalist Papers, Constitution, Hamilton, Madison, Jay, Political Philosophy, American History",19
437,14.893344,-2.6042068,"Declaration of Independence, Continental Congress, American Revolution, Historical documents, Founding Fathers",26
438,4.4169817,-4.9955726,"Treaty of Paris, French and Indian War, Historical treaties, Diplomatic agreements, 18th century history",2
439,4.19697,-0.9144603,"James K. Polk, War Message, Congress, Mexican-American War, Historical Documents",2
440,13.086038,1.5718356,"State Constitutions, Legal Documents, Historical Texts, Government, Law",19
441,-10.974156,6.3881083,"Philosophy, Parmenides, Melissos, History of Science, Ontology, Metaphysics, Ancient Greek Philosophy",1
442,5.925679,0.78175026,"James Monroe, Monroe Doctrine, U.S. foreign policy, 19th century history, American history",-1
443,23.414726,-0.69945854,"Westward expansion, Emigrant trails, Oregon Trail, California Trail, Mormon Trail, Pioneer experiences, Travel challenges, Wagon companies, Historical figures, Trail cutoffs",6
444,18.779,7.2001843,"Colonialism, Imperialism, Economic history, Political history, 19th century history, Statistics of colonial possessions, Cecil Rhodes, European powers, Capitalism, Social issues related to imperialism",-1
445,-1.986897,2.538851,"Battle of Little Bighorn, General Custer, Sioux and Cheyenne, Historical accounts, National Archives, Primary sources",7
446,1.475901,-11.639797,"Environmental observations, Historical documents, Virginia, Royal Society, 19th century America",0
447,8.125387,9.972701,"Chinese immigration, 19th century America, personal narrative, cultural experiences, biography",15
448,4.111338,-2.444192,"Gadsden Purchase, Treaty, United States, Mexico, 19th Century, Territorial Boundaries, Diplomatic Relations",2
449,8.0129,20.902899,"Alexander H. Stephens, Cornerstone Speech, Civil War, American History, Political Speeches",17
450,-2.4812226,19.859074,"Gender equality, Feminism, Judith Sargent Murray, Historical documents, Women's rights",3
451,18.092495,6.6396937,"Imperialism, World War I, Socialism, Marxism, Economic Analysis, Colonialism, Proletarian Revolution, Kautskyism, Labor Movement, Peace Treaties",21
452,16.190239,2.7591603,"Andrew Jackson, Bank of the United States, Panic of 1819, U.S. History, Political History, Economic Policy",16
453,15.827946,6.6870275,"United States history, Social conditions, Political history, Progressivism, Middle class, Historical analysis",20
454,12.144186,1.0167701,"Great Compromise, Constitutional Convention, Legislative representation, Historical voting results, Founding Fathers, U.S. Constitution",19
455,21.844074,4.684894,"Interstate Commerce Act, Railroad Regulation, Legislation, Transportation Law, Economic Regulation",5
456,-10.038708,5.8559966,"History of Medicine, Ibn Sina, Avicenna, Medical theories, Health and sickness, Historical texts, Philosophy of medicine",1
457,19.52066,-4.926309,"George Washington, Farewell Address, Presidency, American History, Political Philosophy",25
458,13.664997,10.481275,"Reconstruction, 14th Amendment, Civil Rights, Political Power, Emancipation, Enfranchisement, Equality, Education",22
459,-2.049421,19.779152,"Women's Rights Convention, Seneca Falls, Declaration of Sentiments, Women's Suffrage, Historical Documents",3
460,19.900995,-4.4364343,"George Washington, Neutrality Proclamation, 1793, United States History, Foreign Policy, War, Diplomacy",25
461,22.041039,4.490394,"Sherman Antitrust Act, Legislation, Historical context, John Sherman, Trusts and monopolies, Gilded Age, Railroad regulation, Economic history",5
462,20.66681,15.55546,"Pullman Strike, Labor Relations, Wage Cuts, American Railway Union, Historical Testimonies, 19th Century Labor Movement",13
463,-6.140641,19.070414,"Kikuyu culture, Ngai, Indigenous beliefs, African religions, Ancestor worship, Spiritual practices, Jomo Kenyatta",8
464,2.7091966,16.106699,"Henry David Thoreau, Walden, Economy, 19th Century Literature, Transcendentalism",11
465,18.828005,4.0450716,"Fugitive Slave Act, Slavery in America, Legislation, U.S. History, Constitutional Law",5
466,18.662672,-3.783876,"George Washington, Valley Forge, American Revolution, Historical letters, Military history",25
467,9.284516,19.46875,"John Brown, Final Address, Court, 1859, American History, Civil Rights, Abolitionism",17
468,-2.5882673,5.118159,"Indian Removal Act, Legislation, U.S. History, Native American History, Congress",7
469,-2.2821887,19.545286,"Women Suffrage, Women's Rights, Suffragists, Feminism, Historical Documents, Reformers, Carrie Chapman Catt, Manuscripts, Peace Activism",3
